id,year,"team_name","bat_name",age,games,plate_appe,at_bats,runs,hits,doubles,triples,homeruns,runs_batted_in,stolen_bases,caught_steal,walks,strikeouts,batting_avg,onbase_perc,slugging_perc,onbase_plus_slugging,total_bases,grounded_double_plays,hit_by_pitch,sacrifice_hits,sacrifice_flies,intentional_bb,"notes","created_at","updated_at","batter_id"
287,2016,"Fukuoka Softbank Hawks","Shinya Tsuruoka",35,103,263,231,14,58,12,2,2,26,1,0,9,26,0.251,0.284,0.346,0.63,80,9,2,20,1,0,"","2017-09-25 13:12:02","2017-10-02 06:39:44","tsuruo001shi"
288,2016,"Fukuoka Softbank Hawks","Seiichi Uchikawa",33,141,605,556,62,169,19,0,18,106,3,2,38,53,0.304,0.345,0.435,0.781,242,27,2,0,9,2,"","2017-09-25 13:12:02","2017-10-02 06:39:44","uchika001sei"
289,2016,"Fukuoka Softbank Hawks","Seiji Uebayashi",20,14,19,19,0,4,1,0,0,1,0,0,0,7,0.211,0.211,0.263,0.474,5,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:44","uebaya000sei"
290,2016,"Fukuoka Softbank Hawks","Tsuyoshi Wada",35,24,3,2,1,0,0,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:44","wada--001tsu"
291,2016,"Fukuoka Softbank Hawks","Hiroki Yamada",27,4,1,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,0,0,0,1,0,0,"","2017-09-25 13:12:02","2017-10-02 06:39:44","yamada002hir"
292,2016,"Fukuoka Softbank Hawks","Ayatsugu Yamashita",23,13,31,26,1,6,1,0,0,1,0,0,0,8,0.231,0.222,0.269,0.491,7,0,0,4,1,0,"","2017-09-25 13:12:02","2017-10-02 06:39:44","yamash000aya"
293,2016,"Fukuoka Softbank Hawks","Yuki Yanagita",27,120,536,428,82,131,31,4,18,73,23,2,100,97,0.306,0.446,0.523,0.969,224,8,8,0,0,2,"","2017-09-25 13:12:02","2017-10-02 06:39:44","yanagi000yuk"
294,2016,"Fukuoka Softbank Hawks","Yuki Yoshimura",32,78,206,177,16,37,4,1,5,28,1,1,14,46,0.209,0.287,0.328,0.615,58,5,7,4,4,1,"","2017-09-25 13:12:02","2017-10-02 06:39:44","yoshim001yuk"
295,2016,"Saitama Seibu Lions","Shogo Akiyama",28,143,671,578,98,171,32,4,11,62,18,6,77,103,0.296,0.385,0.422,0.807,244,2,10,0,6,2,"","2017-09-25 13:13:11","2017-10-02 06:52:29","akiyam000sho"
296,2016,"Saitama Seibu Lions","Hideto Asamura",25,143,611,557,73,172,40,0,24,82,8,6,38,108,0.309,0.357,0.51,0.867,284,18,7,3,6,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","asamur001hid"
297,2016,"Saitama Seibu Lions","Yuji Kaneko",26,129,520,460,64,122,12,3,1,33,53,17,40,69,0.265,0.331,0.311,0.642,143,5,6,13,1,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kaneko001yuj"
298,2016,"Saitama Seibu Lions","Yusei Kikuchi",25,22,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kikuch000yus"
299,2016,"Saitama Seibu Lions","Fumikazu Kimura",27,28,35,30,4,5,1,0,0,2,1,0,2,12,0.167,0.219,0.2,0.419,6,0,0,3,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kimura001fum"
300,2016,"Saitama Seibu Lions","Shogo Kimura",36,38,108,95,7,21,2,1,0,5,3,0,6,22,0.221,0.262,0.263,0.525,25,2,0,5,2,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kimura001sho"
301,2016,"Saitama Seibu Lions","Takayuki Kishi",31,19,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kishi-001tak"
302,2016,"Saitama Seibu Lions","Masato Kumashiro",27,28,9,6,2,1,0,0,0,0,0,1,1,2,0.167,0.286,0.167,0.452,1,0,0,2,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kumash000mas"
303,2016,"Saitama Seibu Lions","Takumi Kuriyama",32,135,569,477,52,133,30,2,3,41,0,0,83,87,0.279,0.39,0.369,0.759,176,9,6,0,3,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","kuriya001tak"
304,2016,"Saitama Seibu Lions","Ernesto Mejia",30,137,583,511,73,129,26,0,35,103,1,1,59,148,0.252,0.333,0.509,0.842,260,15,6,0,7,4,"","2017-09-25 13:13:11","2017-10-02 06:52:29","mejia-001ern"
305,2016,"Saitama Seibu Lions","Daichi Mizuguchi",27,20,6,6,5,3,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,3,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","mizugu000dai"
306,2016,"Saitama Seibu Lions","Tomoya Mori",20,107,392,349,43,102,20,0,10,46,1,1,42,96,0.292,0.367,0.436,0.803,152,3,0,0,1,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","mori--000tom"
307,2016,"Saitama Seibu Lions","Kyohei Nagae",23,74,84,74,5,12,1,0,0,3,1,2,5,24,0.162,0.213,0.176,0.388,13,1,0,4,1,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","nagae-000kyo"
308,2016,"Saitama Seibu Lions","Takeya Nakamura",32,108,432,387,45,92,14,2,21,61,2,1,40,125,0.238,0.313,0.447,0.76,173,9,3,0,2,1,"","2017-09-25 13:13:11","2017-10-02 06:52:29","nakamu001tak"
309,2016,"Saitama Seibu Lions","Ryoma Nogami",29,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","nogami001ryo"
310,2016,"Saitama Seibu Lions","Masatoshi Okada",27,47,79,66,3,15,0,0,0,5,0,0,9,18,0.227,0.338,0.227,0.565,15,2,2,2,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","okada-000mas"
311,2016,"Saitama Seibu Lions","Yuji Onizaki",33,79,216,190,30,48,8,2,1,17,1,0,17,53,0.253,0.314,0.332,0.646,63,0,0,9,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","onizak001yuj"
312,2016,"Saitama Seibu Lions","Yutaro Osaki",31,4,6,5,0,0,0,0,0,0,0,0,1,0,0,0.167,0,0.167,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","ohsaki001yut"
313,2016,"Saitama Seibu Lions","Felipe Paulino",32,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","paulin001fel"
314,2016,"Saitama Seibu Lions","Shogo Saito",27,45,13,12,7,0,0,0,0,0,0,0,1,7,0,0.077,0,0.077,0,0,0,0,0,0,"","2017-09-25 13:13:11","2017-10-02 06:52:29","saito-001sho"
315,2016,"Saitama Seibu Lions","Ryo Sakata",29,45,161,151,16,37,8,1,3,26,0,0,8,22,0.245,0.28,0.371,0.65,56,5,0,0,2,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","sakata001ryo"
316,2016,"Saitama Seibu Lions","Yasuo Sano",23,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","sano--000yas"
317,2016,"Saitama Seibu Lions","Ginjiro Sumitani",28,117,326,294,19,64,10,1,1,22,0,1,13,48,0.218,0.251,0.269,0.52,79,12,0,19,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","sumita001gin"
318,2016,"Saitama Seibu Lions","Kona Takahashi",19,22,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","takaha000kon"
319,2016,"Saitama Seibu Lions","Naotaka Takehara",36,22,31,30,2,6,1,0,1,6,0,0,1,4,0.2,0.226,0.333,0.559,10,1,0,0,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","takeha001nao"
320,2016,"Saitama Seibu Lions","Shotaro Tashiro",26,13,5,4,2,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,1,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","tashir000sho"
321,2016,"Saitama Seibu Lions","Shinsaburo Tawata",23,18,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","tawata000shi"
322,2016,"Saitama Seibu Lions","Shuta Tonosaki",23,37,57,51,8,9,0,0,2,5,6,0,3,11,0.176,0.222,0.294,0.516,15,1,0,3,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","tonosa000shu"
323,2016,"Saitama Seibu Lions","Tatsuyuki Uemoto",35,67,98,88,7,27,4,0,1,12,0,1,8,23,0.307,0.361,0.386,0.747,34,2,0,1,1,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","uemoto001tat"
324,2016,"Saitama Seibu Lions","Andy Van Hekken",36,10,4,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,1,0,0,1,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","vanhek001and"
325,2016,"Saitama Seibu Lions","Naoto Watanabe",35,70,207,181,18,56,3,2,0,16,1,0,10,20,0.309,0.352,0.348,0.7,63,5,3,11,2,0,"","2017-09-25 13:13:12","2017-10-02 06:52:29","watana001nao"
326,2016,"Saitama Seibu Lions","Nien Ting Wu",23,43,142,124,12,24,3,1,0,11,1,0,14,25,0.194,0.282,0.234,0.516,29,4,2,0,2,0,"","2017-09-25 13:13:12","2017-10-02 06:52:30","wu----000nie"
327,2016,"Saitama Seibu Lions","Hotaka Yamakawa",24,49,157,139,24,36,4,0,14,32,0,0,15,36,0.259,0.335,0.59,0.925,82,1,1,2,0,0,"","2017-09-25 13:13:12","2017-10-02 06:52:30","yamaka000hot"
328,2016,"Hokkaido Nippon Ham Fighters","Kohei Arihara",23,22,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:14:13","2017-10-02 07:05:21","arihar000koh"
329,2016,"Hokkaido Nippon Ham Fighters","Daiki Asama",20,52,115,110,9,21,4,1,1,9,2,1,4,36,0.191,0.219,0.273,0.492,30,0,0,1,0,0,"","2017-09-25 13:14:13","2017-10-02 07:05:21","asama-000dai"
330,2016,"Hokkaido Nippon Ham Fighters","Anthony Bass",28,37,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:14:13","2017-10-02 07:05:21","bass--001ant"
331,2016,"Hokkaido Nippon Ham Fighters","Tomoya Ichikawa",31,71,156,133,9,22,2,0,1,12,1,0,8,28,0.165,0.226,0.203,0.429,27,2,3,10,2,1,"","2017-09-25 13:14:13","2017-10-02 07:05:21","ichika001tom"
332,2016,"Hokkaido Nippon Ham Fighters","Yuji Iiyama",36,36,3,3,1,1,1,0,0,0,0,0,0,2,0.333,0.333,0.667,1,2,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","iiyama001yuj"
333,2016,"Hokkaido Nippon Ham Fighters","Shingo Ishikawa",23,12,28,27,0,2,0,0,0,1,0,0,0,5,0.074,0.074,0.074,0.148,2,1,0,1,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","ishika000shi"
334,2016,"Hokkaido Nippon Ham Fighters","Kensuke Kondo",22,80,291,257,36,68,9,0,2,27,5,2,29,45,0.265,0.337,0.323,0.66,83,7,0,3,2,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","kondo-000ken"
335,2016,"Hokkaido Nippon Ham Fighters","Brandon Laird",28,143,598,547,71,144,21,0,39,97,0,0,44,138,0.263,0.319,0.516,0.835,282,16,3,0,4,1,"","2017-09-25 13:14:14","2017-10-02 07:05:21","laird-001bra"
336,2016,"Hokkaido Nippon Ham Fighters","Go Matsumoto",22,12,22,21,1,5,1,0,0,2,1,0,0,5,0.238,0.238,0.286,0.524,6,0,0,1,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","matsum000go-"
337,2016,"Hokkaido Nippon Ham Fighters","Luis Mendoza",32,23,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","mendoz002lui"
338,2016,"Hokkaido Nippon Ham Fighters","Takuya Nakashima",25,143,600,473,66,115,10,1,0,28,23,9,63,117,0.243,0.333,0.268,0.601,127,5,1,62,1,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","nakash000tak"
339,2016,"Hokkaido Nippon Ham Fighters","Sho Nakata",27,141,624,569,61,142,26,1,25,110,2,1,47,126,0.25,0.308,0.431,0.738,245,14,3,0,5,1,"","2017-09-25 13:14:14","2017-10-02 07:05:21","nakata001sho"
340,2016,"Hokkaido Nippon Ham Fighters","Haruki Nishikawa",24,138,593,493,76,155,18,4,5,43,41,5,73,113,0.314,0.405,0.398,0.802,196,0,3,22,2,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","nishik000har"
341,2016,"Hokkaido Nippon Ham Fighters","Hiromi Oka",24,41,154,131,28,49,7,0,2,12,9,1,15,27,0.374,0.45,0.473,0.924,62,4,4,3,1,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","oka---000hir"
342,2016,"Hokkaido Nippon Ham Fighters","Shota Ono",29,109,351,282,26,69,13,0,5,35,1,0,25,63,0.245,0.334,0.344,0.678,97,6,13,31,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","ono---001sho"
343,2016,"Hokkaido Nippon Ham Fighters","Susumu Orui",25,14,6,6,2,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","orui--000sus"
344,2016,"Hokkaido Nippon Ham Fighters","Takumi Oshima",26,12,17,15,1,3,1,0,0,1,0,0,0,2,0.2,0.235,0.267,0.502,4,0,1,0,1,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","oshima001tak"
345,2016,"Hokkaido Nippon Ham Fighters","Shohei Otani",21,104,382,323,65,104,18,1,22,67,7,2,54,98,0.322,0.416,0.588,1.004,190,7,1,0,4,2,"","2017-09-25 13:14:14","2017-10-02 07:05:21","otani-000sho"
346,2016,"Hokkaido Nippon Ham Fighters","Yushi Shimizu",20,5,8,8,0,2,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,2,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","shimiz000yus"
347,2016,"Hokkaido Nippon Ham Fighters","Kenshi Sugiya",25,62,138,104,11,25,5,1,0,9,4,2,11,23,0.24,0.313,0.308,0.621,32,1,0,23,0,1,"","2017-09-25 13:14:14","2017-10-02 07:05:21","sugiya002ken"
348,2016,"Hokkaido Nippon Ham Fighters","Hirotoshi Takanashi",25,37,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","takana000hir"
349,2016,"Hokkaido Nippon Ham Fighters","Kensuke Tanaka",35,143,626,541,61,147,14,1,2,53,22,8,69,56,0.272,0.361,0.312,0.674,169,4,9,3,4,3,"","2017-09-25 13:14:14","2017-10-02 07:05:21","tanaka001ken"
350,2016,"Hokkaido Nippon Ham Fighters","Yuya Taniguchi",24,83,211,193,26,49,3,2,1,9,7,0,8,48,0.254,0.287,0.306,0.593,59,2,1,9,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","tanigu000yuy"
351,2016,"Hokkaido Nippon Ham Fighters","Ryo Watanabe",21,1,3,3,1,1,0,0,1,1,0,0,0,0,0.333,0.333,1.333,1.667,4,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","watana002ryo"
352,2016,"Hokkaido Nippon Ham Fighters","Dai-Kang Yang",29,130,555,495,66,145,24,1,14,61,5,6,42,121,0.293,0.359,0.43,0.79,213,10,10,7,1,1,"","2017-09-25 13:14:14","2017-10-02 07:05:21","yang--001chu"
353,2016,"Hokkaido Nippon Ham Fighters","Kenji Yano",35,34,35,29,1,6,2,0,1,8,0,0,4,5,0.207,0.314,0.379,0.694,11,0,1,0,1,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","yano--001ken"
354,2016,"Hokkaido Nippon Ham Fighters","Toshitake Yokoo",23,10,17,17,1,2,0,0,0,0,0,0,0,3,0.118,0.118,0.118,0.235,2,0,0,0,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","yokoo-000tos"
355,2016,"Hokkaido Nippon Ham Fighters","Mitsuo Yoshikawa",28,27,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,"","2017-09-25 13:14:14","2017-10-02 07:05:21","yoshik001mit"
356,2016,"Chiba Lotte Marines","Kuan-Yu Chen",25,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","chen--000kua"
357,2016,"Chiba Lotte Marines","Alfredo Despaigne",30,134,570,496,81,139,27,0,24,92,0,3,64,89,0.28,0.361,0.48,0.841,238,25,3,0,7,3,"","2017-09-25 13:16:19","2017-10-02 07:15:09","despai000alf"
358,2016,"Chiba Lotte Marines","Naoya Emura",24,22,24,23,1,3,1,0,0,4,0,0,1,10,0.13,0.167,0.174,0.341,4,1,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","emura-000nao"
359,2016,"Chiba Lotte Marines","Kazuya Fukuura",40,36,90,82,4,20,2,0,0,7,0,0,5,12,0.244,0.311,0.268,0.579,22,2,3,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","fukuur001kaz"
360,2016,"Chiba Lotte Marines","Kota Futaki",20,22,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","futaki000kot"
361,2016,"Chiba Lotte Marines","Ryuzo Hijii",20,8,10,9,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0.1,0,0,1,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","hijii-000ryu"
362,2016,"Chiba Lotte Marines","Taiga Hirasawa",18,23,53,47,3,7,2,1,0,3,0,0,4,18,0.149,0.216,0.234,0.45,11,1,0,2,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","hirasa000tai"
363,2016,"Chiba Lotte Marines","Kei Hosoya",28,116,404,371,45,102,23,4,3,40,9,4,18,93,0.275,0.313,0.383,0.696,142,6,3,11,1,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","hosoya001kei"
364,2016,"Chiba Lotte Marines","Tadahito Iguchi",41,79,176,152,13,39,8,0,5,34,1,0,19,50,0.257,0.341,0.408,0.749,62,1,2,0,3,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","iguchi001tad"
365,2016,"Chiba Lotte Marines","Seiya Inoue",26,35,107,99,7,23,5,0,2,16,0,0,5,19,0.232,0.29,0.343,0.633,34,6,3,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","inoue-000sei"
366,2016,"Chiba Lotte Marines","Ayumu Ishikawa",28,23,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","ishika000ayu"
367,2016,"Chiba Lotte Marines","Shota Ishimine",28,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","ishimi000sho"
368,2016,"Chiba Lotte Marines","Katsuya Kakunaka",29,143,607,525,74,178,30,5,8,69,12,4,68,64,0.339,0.417,0.461,0.877,242,8,6,2,6,6,"","2017-09-25 13:16:19","2017-10-02 07:15:09","kakuna001kat"
369,2016,"Chiba Lotte Marines","Takeshi Kanazawa",32,17,41,32,4,6,1,0,0,2,0,0,4,13,0.188,0.308,0.219,0.526,7,0,2,2,1,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","kanaza002tak"
370,2016,"Chiba Lotte Marines","Yuki Karakawa",26,15,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","karaka001yuk"
371,2016,"Chiba Lotte Marines","Shohei Kato",25,80,246,216,29,53,8,3,0,12,6,1,13,46,0.245,0.291,0.31,0.601,67,1,1,16,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","kato--001sho"
372,2016,"Chiba Lotte Marines","Kazuya Katsuki",20,2,6,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0.333,1,0,0,0,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","katsuk000kaz"
373,2016,"Chiba Lotte Marines","Ikuhiro Kiyota",30,106,417,365,39,82,17,1,6,38,5,0,40,76,0.225,0.316,0.326,0.642,119,12,9,3,0,2,"","2017-09-25 13:16:19","2017-10-02 07:15:09","kiyota001iku"
374,2016,"Chiba Lotte Marines","Ryo Miki",24,75,58,54,8,10,1,1,0,2,0,0,1,17,0.185,0.2,0.241,0.441,13,1,0,3,0,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","miki--000ryo"
375,2016,"Chiba Lotte Marines","Shogo Nakamura",24,108,325,278,37,56,10,1,6,25,4,4,26,70,0.201,0.283,0.309,0.592,86,0,6,14,1,0,"","2017-09-25 13:16:19","2017-10-02 07:15:09","nakamu000sho"
376,2016,"Chiba Lotte Marines","Yamaico Navarro",28,82,340,286,38,62,6,1,10,44,0,3,49,64,0.217,0.329,0.35,0.679,100,5,1,0,4,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","navarr001yam"
377,2016,"Chiba Lotte Marines","Shunichi Nemoto",32,48,121,107,11,23,2,2,2,12,1,0,10,30,0.215,0.286,0.327,0.613,35,2,1,2,1,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","nemoto001shu"
378,2016,"Chiba Lotte Marines","Takashi Ogino",30,71,219,192,35,48,11,1,3,21,16,2,14,25,0.25,0.314,0.365,0.679,70,3,4,9,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","ogino-001tak"
379,2016,"Chiba Lotte Marines","Yoshifumi Okada",31,121,356,327,38,90,5,4,0,18,14,7,20,42,0.275,0.323,0.315,0.638,103,2,3,6,0,1,"","2017-09-25 13:16:20","2017-10-02 07:15:09","okada-001yos"
380,2016,"Chiba Lotte Marines","Shota Omine",24,38,80,72,5,17,4,1,0,7,0,0,2,20,0.236,0.257,0.319,0.576,23,2,0,6,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","omine-000sho"
381,2016,"Chiba Lotte Marines","Saburo Omura",40,1,4,4,0,1,1,0,0,0,0,0,0,3,0.25,0.25,0.5,0.75,2,0,0,0,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","ohmura001sab"
382,2016,"Chiba Lotte Marines","Ryota Sekiya",25,16,3,2,0,1,0,0,0,1,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,0,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","sekiya000ryo"
383,2016,"Chiba Lotte Marines","Jason Standridge",37,27,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","standr001jas"
384,2016,"Chiba Lotte Marines","Daichi Suzuki",26,143,583,501,62,143,30,2,6,61,3,1,50,56,0.285,0.356,0.389,0.745,195,9,9,16,7,2,"","2017-09-25 13:16:20","2017-10-02 07:15:09","suzuki001dai"
385,2016,"Chiba Lotte Marines","Takuya Takahama",26,53,158,144,19,31,6,0,3,13,0,0,8,30,0.215,0.257,0.319,0.576,46,2,0,6,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","takaha000tak"
386,2016,"Chiba Lotte Marines","Tatsuhiro Tamura",22,130,430,371,27,95,16,3,2,38,6,0,38,91,0.256,0.324,0.332,0.656,123,12,1,17,3,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","tamura000tat"
387,2016,"Chiba Lotte Marines","Hideaki Wakui",30,26,6,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","wakui-001hid"
388,2016,"Chiba Lotte Marines","Yuta Yoshida",24,24,35,30,1,0,0,0,0,0,0,0,1,12,0,0.032,0,0.032,0,1,0,4,0,0,"","2017-09-25 13:16:20","2017-10-02 07:15:09","yoshid000yut"
389,2016,"Tohoku Rakuten Golden Eagles","Toshihito Abe",27,55,28,27,7,5,2,0,0,2,0,0,0,8,0.185,0.185,0.259,0.444,7,0,0,1,0,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","abe---000tos"
390,2016,"Tohoku Rakuten Golden Eagles","Yuichi Adachi",26,73,208,185,14,42,5,0,1,14,0,2,10,36,0.227,0.264,0.27,0.534,50,2,0,11,2,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","adachi000yui"
391,2016,"Tohoku Rakuten Golden Eagles","Ginji Akaminai",28,125,497,424,39,116,17,1,2,43,1,1,61,49,0.274,0.369,0.333,0.702,141,20,5,4,3,5,"","2017-09-25 13:17:29","2017-10-02 12:06:39","akamin001gin"
392,2016,"Tohoku Rakuten Golden Eagles","Japhet Amador",29,39,138,132,15,34,3,2,9,19,0,0,6,32,0.258,0.29,0.515,0.805,68,6,0,0,0,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","amador001jap"
393,2016,"Tohoku Rakuten Golden Eagles","Luciano Fernando",24,4,11,11,1,2,1,0,0,0,0,0,0,3,0.182,0.182,0.273,0.455,3,1,0,0,0,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","fernan000luc"
394,2016,"Tohoku Rakuten Golden Eagles","Kazuya Fujita",33,120,449,408,27,108,13,5,0,46,1,1,19,44,0.265,0.297,0.321,0.618,131,7,1,18,3,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","fujita001kaz"
395,2016,"Tohoku Rakuten Golden Eagles","Masayoshi Fukuda",24,36,74,60,6,12,2,0,2,8,2,2,8,11,0.2,0.294,0.333,0.627,20,3,0,6,0,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","fukuda001mas"
396,2016,"Tohoku Rakuten Golden Eagles","Jonny Gomes",35,18,75,65,5,11,2,0,1,7,0,1,8,22,0.169,0.28,0.246,0.526,16,1,2,0,0,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","gomes-001jon"
397,2016,"Tohoku Rakuten Golden Eagles","Mitsutaka Goto",37,50,138,132,16,33,4,1,2,10,2,0,4,30,0.25,0.275,0.341,0.616,45,1,1,0,1,1,"","2017-09-25 13:17:29","2017-10-02 12:06:39","gotoh-001mit"
398,2016,"Tohoku Rakuten Golden Eagles","Ryo Hijirisawa",30,94,229,201,32,59,6,2,3,19,3,3,11,41,0.294,0.335,0.388,0.723,78,5,2,14,1,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","hijiri001ryo"
399,2016,"Tohoku Rakuten Golden Eagles","Toshiaki Imae",32,89,351,317,33,89,7,0,3,23,2,1,25,30,0.281,0.34,0.331,0.671,105,13,4,4,1,0,"","2017-09-25 13:17:29","2017-10-02 12:06:39","imae--001tos"
